layer_idx_in_block,layer_name,role,out_features,in_features,n_params,kl_div,top1_disagree,n_valid_positions,elapsed_s
22,model.layers.22.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.009633657522499561,0.041025642305612564,195,0.07570767402648926
22,model.layers.22.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.004456345457583666,0.020512821152806282,195,0.07596778869628906
22,model.layers.22.self_attn.o_proj,attn_out,3072,3072,9437184,0.0045217606239020824,0.015384616330265999,195,0.07726550102233887
22,model.layers.22.mlp.gate_proj,mlp_up,8192,3072,25165824,0.019771583378314972,0.061538465321063995,195,0.10310220718383789
22,model.layers.22.mlp.up_proj,mlp_up,8192,3072,25165824,0.019009407609701157,0.056410256773233414,195,0.09902596473693848
22,model.layers.22.mlp.down_proj,mlp_down,3072,8192,25165824,0.022750267758965492,0.056410256773233414,195,0.0992729663848877
23,model.layers.23.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.005790605675429106,0.015384616330265999,195,0.0771932601928711
23,model.layers.23.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.009498330764472485,0.025641025975346565,195,0.07692694664001465
23,model.layers.23.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.004680607467889786,0.010256410576403141,195,0.07384228706359863
23,model.layers.23.self_attn.o_proj,attn_out,3072,3072,9437184,0.004772244952619076,0.025641025975346565,195,0.07575201988220215
23,model.layers.23.mlp.gate_proj,mlp_up,8192,3072,25165824,0.018619010224938393,0.03589743748307228,195,0.09546589851379395
23,model.layers.23.mlp.up_proj,mlp_up,8192,3072,25165824,0.015719223767518997,0.030769232660531998,195,0.09770822525024414
23,model.layers.23.mlp.down_proj,mlp_down,3072,8192,25165824,0.024271344766020775,0.041025642305612564,195,0.09941458702087402
24,model.layers.24.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.05227138102054596,0.056410256773233414,195,0.07772946357727051
24,model.layers.24.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.009919512085616589,0.020512821152806282,195,0.07540273666381836
24,model.layers.24.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.004368789028376341,0.020512821152806282,195,0.07407188415527344
24,model.layers.24.self_attn.o_proj,attn_out,3072,3072,9437184,0.004951828625053167,0.020512821152806282,195,0.07724380493164062
24,model.layers.24.mlp.gate_proj,mlp_up,8192,3072,25165824,0.022156937047839165,0.061538465321063995,195,0.09986996650695801
24,model.layers.24.mlp.up_proj,mlp_up,8192,3072,25165824,0.054086294025182724,0.0923076942563057,195,0.10337424278259277
24,model.layers.24.mlp.down_proj,mlp_down,3072,8192,25165824,0.08830726891756058,0.11282051354646683,195,0.10038208961486816
25,model.layers.25.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.07046230882406235,0.07179487496614456,195,0.07917070388793945
25,model.layers.25.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.036393243819475174,0.05128205195069313,195,0.07167410850524902
25,model.layers.25.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.005324698984622955,0.0051282052882015705,195,0.07169795036315918
25,model.layers.25.self_attn.o_proj,attn_out,3072,3072,9437184,0.009469562210142612,0.030769232660531998,195,0.07741332054138184
25,model.layers.25.mlp.gate_proj,mlp_up,8192,3072,25165824,0.04987131059169769,0.06666667014360428,195,0.0997626781463623
25,model.layers.25.mlp.up_proj,mlp_up,8192,3072,25165824,0.0517101027071476,0.07179487496614456,195,0.10026288032531738
25,model.layers.25.mlp.down_proj,mlp_down,3072,8192,25165824,0.08852619677782059,0.11794871836900711,195,0.0995030403137207
26,model.layers.26.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.021440066397190094,0.041025642305612564,195,0.07690143585205078
26,model.layers.26.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.011343208141624928,0.025641025975346565,195,0.07326340675354004
26,model.layers.26.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.0082105016335845,0.025641025975346565,195,0.0763406753540039
26,model.layers.26.self_attn.o_proj,attn_out,3072,3072,9437184,0.009626074694097042,0.041025642305612564,195,0.07819509506225586
26,model.layers.26.mlp.gate_proj,mlp_up,8192,3072,25165824,0.06841989606618881,0.11282051354646683,195,0.09805631637573242
26,model.layers.26.mlp.up_proj,mlp_up,8192,3072,25165824,0.06559771299362183,0.20512820780277252,195,0.09423398971557617
26,model.layers.26.mlp.down_proj,mlp_down,3072,8192,25165824,0.09561513364315033,0.1487179547548294,195,0.09938430786132812
27,model.layers.27.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.039460439234972,0.04615384712815285,195,0.07390475273132324
27,model.layers.27.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.060777030885219574,0.056410256773233414,195,0.07614445686340332
27,model.layers.27.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.045550450682640076,0.06666667014360428,195,0.07615399360656738
27,model.layers.27.self_attn.o_proj,attn_out,3072,3072,9437184,0.03248848021030426,0.056410256773233414,195,0.07634401321411133
27,model.layers.27.mlp.gate_proj,mlp_up,8192,3072,25165824,0.3269570469856262,0.22564102709293365,195,0.10124993324279785
27,model.layers.27.mlp.up_proj,mlp_up,8192,3072,25165824,0.28140589594841003,0.18974359333515167,195,0.0990912914276123
27,model.layers.27.mlp.down_proj,mlp_down,3072,8192,25165824,0.49234479665756226,0.2717948853969574,195,0.10237717628479004
